Term	TermClass	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Retinol metabolism	Pathway	HUBMet000265;HUBMet000592;HUBMet001077;HUBMet001165;HUBMet001299;HUBMet001818;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003037;HUBMet003055;HUBMet003342	12	1	HUBMet000592	-0.8155533399800537	0.39243027888446214	-1.079252106538548	0.8945381515894907	0.8945381515894907
Porphyrin Metabolism	Pathway	HUBMet000001;HUBMet000048;HUBMet000592;HUBMet000871;HUBMet001363;HUBMet001818;HUBMet002574;HUBMet002622;HUBMet002710;HUBMet002993;HUBMet003486	11	1	HUBMet000592	-0.8155533399800537	0.39243027888446214	-1.079252106538548	0.8945381515894907	0.8945381515894907
Arginine and Proline Metabolism	Pathway	HUBMet000001;HUBMet000004;HUBMet000007;HUBMet000008;HUBMet000016;HUBMet000024;HUBMet000039;HUBMet000064;HUBMet000066;HUBMet000088;HUBMet000122;HUBMet000136;HUBMet000137;HUBMet000236;HUBMet000248;HUBMet000249;HUBMet000253;HUBMet000254;HUBMet000328;HUBMet000348;HUBMet000354;HUBMet000425;HUBMet000434;HUBMet000522;HUBMet000570;HUBMet000592;HUBMet000603;HUBMet000677;HUBMet000748;HUBMet000829;HUBMet000849;HUBMet000871;HUBMet001025;HUBMet001171;HUBMet001333;HUBMet001336;HUBMet001497;HUBMet001689;HUBMet001691;HUBMet001695;HUBMet001704;HUBMet001818;HUBMet001848;HUBMet002185;HUBMet002277;HUBMet002289;HUBMet002633;HUBMet002714;HUBMet002857;HUBMet002878;HUBMet002900;HUBMet002937;HUBMet002942;HUBMet002953;HUBMet003501	55	9	HUBMet001336;HUBMet000008;HUBMet000016;HUBMet001171;HUBMet000592;HUBMet001691;HUBMet001704;HUBMet001333;HUBMet001689	0.3420263764932207	0.6647173489278753	0.8436215966063126	0.8960191323827688	0.8960191323827688
Phenylalanine and Tyrosine Metabolism	Pathway	HUBMet000005;HUBMet000038;HUBMet000062;HUBMet000063;HUBMet000075;HUBMet000076;HUBMet000095;HUBMet000096;HUBMet000122;HUBMet000141;HUBMet000147;HUBMet000156;HUBMet000203;HUBMet000282;HUBMet000283;HUBMet000307;HUBMet000308;HUBMet000315;HUBMet000328;HUBMet000345;HUBMet000368;HUBMet000372;HUBMet000396;HUBMet000466;HUBMet000501;HUBMet000552;HUBMet000573;HUBMet000582;HUBMet000613;HUBMet000719;HUBMet000720;HUBMet000761;HUBMet000830;HUBMet000831;HUBMet000871;HUBMet000917;HUBMet000974;HUBMet001018;HUBMet001117;HUBMet001118;HUBMet001193;HUBMet001244;HUBMet001260;HUBMet001271;HUBMet001272;HUBMet001286;HUBMet001287;HUBMet001295;HUBMet001319;HUBMet001333;HUBMet001336;HUBMet001495;HUBMet001614;HUBMet001663;HUBMet001695;HUBMet001702;HUBMet001709;HUBMet001764;HUBMet001810;HUBMet001850;HUBMet002177;HUBMet002181;HUBMet002277;HUBMet002633;HUBMet002662;HUBMet002839;HUBMet002993;HUBMet003899;HUBMet003909	69	12	HUBMet001850;HUBMet000063;HUBMet002662;HUBMet001260;HUBMet001336;HUBMet001702;HUBMet000096;HUBMet001709;HUBMet002181;HUBMet000552;HUBMet000315;HUBMet001333	0.31677280766304616	0.6786389413988658	0.8436893164495172	0.9161479016850919	0.9161479016850919
Alpha Linolenic Acid and Linoleic Acid Metabolism	Pathway	HUBMet000080;HUBMet000084;HUBMet000152;HUBMet000752;HUBMet001350;HUBMet001501;HUBMet001545;HUBMet001548;HUBMet001724;HUBMet001909;HUBMet002594;HUBMet002979;HUBMet003348	13	3	HUBMet000152;HUBMet001545;HUBMet001909	0.5146401822293729	0.6723404255319149	0.8644812087927837	0.9231677413495597	0.9231677413495597
Primary Bile Acid Metabolism	Pathway	HUBMet000018;HUBMet000040;HUBMet000059;HUBMet000067;HUBMet000082;HUBMet000086;HUBMet000119;HUBMet000332;HUBMet000379;HUBMet000405;HUBMet000482;HUBMet000505;HUBMet000726;HUBMet000825;HUBMet000856;HUBMet000880;HUBMet001078;HUBMet001425;HUBMet002502;HUBMet002505;HUBMet003221	21	5	HUBMet001425;HUBMet000086;HUBMet002502;HUBMet000332;HUBMet001078	0.37649421823864726	0.7742574257425743	0.7557104749094391	0.9263600036327309	0.9263600036327309
Xanthine Metabolism	Pathway	HUBMet000037;HUBMet000041;HUBMet000050;HUBMet000068;HUBMet000069;HUBMet000071;HUBMet000112;HUBMet000116;HUBMet000120;HUBMet000176;HUBMet000213;HUBMet000370;HUBMet000490;HUBMet000842;HUBMet000965;HUBMet001282	16	1	HUBMet000213	0.5333998005982084	0.9216867469879518	0.7204471461174895	0.9313226109554782	0.9313226109554782
phosphatidylethanolamine biosynthesis	Pathway	HUBMet000015;HUBMet000170;HUBMet000183;HUBMet000186;HUBMet000189;HUBMet000190;HUBMet000192;HUBMet000197;HUBMet000299;HUBMet000300;HUBMet000301;HUBMet000361;HUBMet000362;HUBMet000363;HUBMet000397;HUBMet000412;HUBMet000416;HUBMet000417;HUBMet000468;HUBMet000470;HUBMet000471;HUBMet000472;HUBMet000475;HUBMet000516;HUBMet000530;HUBMet000556;HUBMet000557;HUBMet000598;HUBMet000641;HUBMet000645;HUBMet000648;HUBMet000650;HUBMet000653;HUBMet000654;HUBMet000655;HUBMet000656;HUBMet000659;HUBMet000660;HUBMet000754;HUBMet000757;HUBMet000764;HUBMet000787;HUBMet000788;HUBMet000789;HUBMet000790;HUBMet000916;HUBMet000939;HUBMet000941;HUBMet000961;HUBMet000979;HUBMet000980;HUBMet000987;HUBMet000988;HUBMet000994;HUBMet001025;HUBMet001060;HUBMet001061;HUBMet001102;HUBMet001134;HUBMet001136;HUBMet001137;HUBMet001138;HUBMet001139;HUBMet001140;HUBMet001141;HUBMet001142;HUBMet001149;HUBMet001204;HUBMet001205;HUBMet001207;HUBMet001211;HUBMet001212;HUBMet001213;HUBMet001214;HUBMet001217;HUBMet001218;HUBMet001220;HUBMet001235;HUBMet001452;HUBMet001453;HUBMet001454;HUBMet001469;HUBMet001470;HUBMet001471;HUBMet001472;HUBMet001473;HUBMet001474;HUBMet001475;HUBMet001476;HUBMet001477;HUBMet001478;HUBMet001479;HUBMet001480;HUBMet001481;HUBMet001482;HUBMet001483;HUBMet001484;HUBMet001486;HUBMet001487;HUBMet001488;HUBMet001706;HUBMet001726;HUBMet001789;HUBMet001830;HUBMet001906;HUBMet001907;HUBMet001908;HUBMet001909;HUBMet001910;HUBMet001911;HUBMet001912;HUBMet001913;HUBMet001935;HUBMet001937;HUBMet001940;HUBMet001946;HUBMet001947;HUBMet001950;HUBMet001951;HUBMet002037;HUBMet002039;HUBMet002040;HUBMet002041;HUBMet002042;HUBMet002043;HUBMet002044;HUBMet002045;HUBMet002047;HUBMet002048;HUBMet002049;HUBMet002051;HUBMet002052;HUBMet002053;HUBMet002054;HUBMet002055;HUBMet002057;HUBMet002058;HUBMet002060;HUBMet002061;HUBMet002063;HUBMet002069;HUBMet002070;HUBMet002072;HUBMet002073;HUBMet002074;HUBMet002078;HUBMet002081;HUBMet002091;HUBMet002127;HUBMet002128;HUBMet002129;HUBMet002130;HUBMet002131;HUBMet002132;HUBMet002133;HUBMet002134;HUBMet002136;HUBMet002137;HUBMet002139;HUBMet002140;HUBMet002141;HUBMet002142;HUBMet002144;HUBMet002145;HUBMet002146;HUBMet002150;HUBMet002182;HUBMet002184;HUBMet002254;HUBMet002255;HUBMet002256;HUBMet002257;HUBMet002258;HUBMet002259;HUBMet002261;HUBMet002262;HUBMet002263;HUBMet002264;HUBMet002265;HUBMet002268;HUBMet002269;HUBMet002270;HUBMet002271;HUBMet002272;HUBMet002274;HUBMet002277;HUBMet002633;HUBMet002682;HUBMet002792;HUBMet002793;HUBMet003038;HUBMet003043;HUBMet003044;HUBMet003045;HUBMet003046;HUBMet003047;HUBMet003048;HUBMet003049;HUBMet003051;HUBMet003052;HUBMet003053;HUBMet003054;HUBMet003063;HUBMet003086;HUBMet003087;HUBMet003088;HUBMet003090;HUBMet003092;HUBMet003094;HUBMet003099;HUBMet003100;HUBMet003101;HUBMet003104;HUBMet003105;HUBMet003106;HUBMet003107;HUBMet003115;HUBMet003123;HUBMet003124;HUBMet003126;HUBMet003127;HUBMet003128;HUBMet003129;HUBMet003227;HUBMet003261;HUBMet003266;HUBMet003267;HUBMet003271;HUBMet003280;HUBMet003281;HUBMet003282;HUBMet003283;HUBMet003284;HUBMet003285;HUBMet003286;HUBMet003287;HUBMet003288;HUBMet003289;HUBMet003290;HUBMet003291;HUBMet003292;HUBMet003293;HUBMet003294;HUBMet003295;HUBMet003296;HUBMet003409;HUBMet003410;HUBMet003496	248	66	HUBMet002054;HUBMet000299;HUBMet002070;HUBMet001140;HUBMet002074;HUBMet001908;HUBMet002069;HUBMet003129;HUBMet002061;HUBMet003409;HUBMet002136;HUBMet001910;HUBMet001475;HUBMet002057;HUBMet001137;HUBMet002041;HUBMet002792;HUBMet003087;HUBMet000416;HUBMet000648;HUBMet000397;HUBMet002055;HUBMet001912;HUBMet002150;HUBMet002043;HUBMet002146;HUBMet003286;HUBMet002133;HUBMet001453;HUBMet002045;HUBMet001454;HUBMet001477;HUBMet002063;HUBMet001830;HUBMet000015;HUBMet001951;HUBMet001478;HUBMet002132;HUBMet001913;HUBMet001138;HUBMet001474;HUBMet003292;HUBMet001911;HUBMet001205;HUBMet002134;HUBMet001483;HUBMet002073;HUBMet002137;HUBMet002128;HUBMet001060;HUBMet001946;HUBMet001472;HUBMet000189;HUBMet001141;HUBMet001473;HUBMet003284;HUBMet001484;HUBMet002682;HUBMet002042;HUBMet002139;HUBMet001476;HUBMet001486;HUBMet002130;HUBMet002131;HUBMet001909;HUBMet002145	0.209584688374372	0.7574074074074074	0.8456870748298563	0.9346245720452908	0.9346245720452908
Urea Cycle	Pathway	HUBMet000003;HUBMet000004;HUBMet000007;HUBMet000008;HUBMet000024;HUBMet000039;HUBMet000064;HUBMet000066;HUBMet000088;HUBMet000122;HUBMet000136;HUBMet000137;HUBMet000248;HUBMet000249;HUBMet000253;HUBMet000254;HUBMet000328;HUBMet000348;HUBMet000425;HUBMet000434;HUBMet000522;HUBMet000603;HUBMet000677;HUBMet000748;HUBMet000849;HUBMet001025;HUBMet001336;HUBMet001497;HUBMet001689;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet001818;HUBMet001848;HUBMet002277;HUBMet002278;HUBMet002633;HUBMet002714;HUBMet002857	39	4	HUBMet001336;HUBMet000008;HUBMet001689;HUBMet001691	0.46820005468707376	0.6539278131634819	0.86646634044354	0.940507386183661	0.940507386183661
Threonine and 2-Oxobutanoate Degradation	Pathway	HUBMet000378;HUBMet000871;HUBMet001025;HUBMet001365;HUBMet001707;HUBMet001818;HUBMet002633;HUBMet002945;HUBMet002993;HUBMet003055	10	2	HUBMet001707;HUBMet000378	0.4570858283433097	0.8547717842323651	0.6947154940396033	0.9438336106432161	0.9438336106432161
Fatty Acid Metabolism-Acyl Carnitine	Pathway	HUBMet000079;HUBMet000093;HUBMet000127;HUBMet000335;HUBMet000398;HUBMet000404;HUBMet000456;HUBMet000584;HUBMet000601;HUBMet000740;HUBMet000845;HUBMet001063;HUBMet001086;HUBMet001337;HUBMet001827;HUBMet002439;HUBMet003142;HUBMet003208;HUBMet003210;HUBMet003251;HUBMet003258;HUBMet003262;HUBMet003363;HUBMet003374;HUBMet003456;HUBMet003474	26	2	HUBMet000398;HUBMet000079	0.4763141879379345	0.8278008298755186	0.7239402883933626	0.9445340755501184	0.9445340755501184
Pyrimidine Metabolism	Pathway	HUBMet000013;HUBMet000039;HUBMet000204;HUBMet000215;HUBMet000222;HUBMet000365;HUBMet000381;HUBMet000407;HUBMet000497;HUBMet000837;HUBMet000871;HUBMet001025;HUBMet001132;HUBMet001182;HUBMet001335;HUBMet001696;HUBMet001777;HUBMet002277;HUBMet002560;HUBMet002574;HUBMet002575;HUBMet002630;HUBMet002633;HUBMet002910;HUBMet002937;HUBMet002942;HUBMet003482;HUBMet003483;HUBMet003492;HUBMet003494;HUBMet003496;HUBMet003510	32	6	HUBMet001335;HUBMet001182;HUBMet002575;HUBMet000407;HUBMet000497;HUBMet001132	-0.45301658781250553	0.5262054507337526	-0.9741605721497724	0.9558383011537206	0.9558383011537206
Leucine, Isoleucine and Valine Metabolism	Pathway	HUBMet000011;HUBMet000039;HUBMet000046;HUBMet000098;HUBMet000110;HUBMet000121;HUBMet000122;HUBMet000138;HUBMet000201;HUBMet000209;HUBMet000210;HUBMet000228;HUBMet000242;HUBMet000246;HUBMet000337;HUBMet000344;HUBMet000346;HUBMet000390;HUBMet000394;HUBMet000446;HUBMet000464;HUBMet000565;HUBMet000620;HUBMet000666;HUBMet000804;HUBMet000853;HUBMet000871;HUBMet000896;HUBMet000946;HUBMet000972;HUBMet000973;HUBMet000975;HUBMet001006;HUBMet001015;HUBMet001025;HUBMet001088;HUBMet001107;HUBMet001109;HUBMet001113;HUBMet001115;HUBMet001116;HUBMet001119;HUBMet001171;HUBMet001242;HUBMet001267;HUBMet001278;HUBMet001279;HUBMet001281;HUBMet001319;HUBMet001365;HUBMet001695;HUBMet001698;HUBMet001699;HUBMet001710;HUBMet001776;HUBMet001818;HUBMet002570;HUBMet002633;HUBMet002664;HUBMet002712;HUBMet002868;HUBMet002938;HUBMet002945;HUBMet002947;HUBMet002993;HUBMet003055;HUBMet003263;HUBMet003352	68	13	HUBMet001776;HUBMet001699;HUBMet001171;HUBMet000098;HUBMet000228;HUBMet002868;HUBMet001698;HUBMet000138;HUBMet000896;HUBMet001710;HUBMet000201;HUBMet001267;HUBMet001279	0.3273995425902665	0.6084452975047985	0.8918552363426054	0.9598583234946872	0.9598583234946872
Beta Oxidation of Very Long Chain Fatty Acids	Pathway	HUBMet000079;HUBMet001025;HUBMet001371;HUBMet001460;HUBMet001557;HUBMet001560;HUBMet001692;HUBMet001714;HUBMet001841;HUBMet002633;HUBMet002945;HUBMet002947;HUBMet003055	13	3	HUBMet000079;HUBMet001841;HUBMet001692	0.5163560954231272	0.6680851063829787	0.8673635618680806	0.9608817319044592	0.9608817319044592
Glycerolipid Metabolism	Pathway	HUBMet000017;HUBMet000039;HUBMet000094;HUBMet000134;HUBMet000415;HUBMet000673;HUBMet000871;HUBMet001025;HUBMet001283;HUBMet001471;HUBMet001631;HUBMet001818;HUBMet002537;HUBMet002633;HUBMet002658;HUBMet002915;HUBMet002937;HUBMet002945;HUBMet003055;HUBMet003159;HUBMet003224;HUBMet003225;HUBMet003751	23	2	HUBMet003751;HUBMet000415	0.5933153993438576	0.6556016597510373	0.9017680602140368	0.9650588968770787	0.9650588968770787
Carnitine Synthesis	Pathway	HUBMet000001;HUBMet000083;HUBMet000122;HUBMet000256;HUBMet000733;HUBMet001033;HUBMet001171;HUBMet001333;HUBMet001692;HUBMet001700;HUBMet001818;HUBMet002289	12	4	HUBMet001692;HUBMet001333;HUBMet001171;HUBMet001700	0.3139999999999995	0.9426751592356688	0.5810986739015059	0.9710131589190031	0.9710131589190031
Glycolysis	Pathway	HUBMet000021;HUBMet000033;HUBMet000039;HUBMet000058;HUBMet000070;HUBMet000133;HUBMet000792;HUBMet001025;HUBMet001250;HUBMet001283;HUBMet001444;HUBMet001445;HUBMet001624;HUBMet001683;HUBMet001818;HUBMet002186;HUBMet002278;HUBMet002595;HUBMet002596;HUBMet002633;HUBMet002658;HUBMet002660;HUBMet002934;HUBMet002935	24	2	HUBMet000070;HUBMet000033	0.607441581744527	0.6244813278008299	0.923238158775053	0.9720253772201825	0.9720253772201825
Methionine, Cysteine, SAM and Taurine Metabolism	Pathway	HUBMet000040;HUBMet000042;HUBMet000051;HUBMet000061;HUBMet000125;HUBMet000126;HUBMet000238;HUBMet000243;HUBMet000250;HUBMet000252;HUBMet000267;HUBMet000323;HUBMet000324;HUBMet000347;HUBMet000378;HUBMet000449;HUBMet000460;HUBMet000533;HUBMet000604;HUBMet000675;HUBMet000797;HUBMet000836;HUBMet000908;HUBMet001172;HUBMet001285;HUBMet001333;HUBMet001693;HUBMet001694;HUBMet001695;HUBMet001701;HUBMet001706;HUBMet002289;HUBMet002625	33	3	HUBMet000378;HUBMet001333;HUBMet001701	-0.5444555444555473	0.5716981132075472	-0.9425050073989254	0.9777232475262361	0.9777232475262361
