Term	TermClass	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Drug-Psychoactive	Drug	HUBMet000872;HUBMet000915;HUBMet000921;HUBMet000947;HUBMet001085;HUBMet001124;HUBMet001130;HUBMet001185;HUBMet001433;HUBMet001467;HUBMet001779;HUBMet001780;HUBMet001781;HUBMet001782;HUBMet001783;HUBMet001799;HUBMet001843;HUBMet002565;HUBMet002592;HUBMet003603;HUBMet003604;HUBMet003608;HUBMet003619;HUBMet003646;HUBMet003647;HUBMet003660;HUBMet003666;HUBMet003725;HUBMet003728;HUBMet003787;HUBMet003804;HUBMet003806;HUBMet003817;HUBMet003818;HUBMet003820;HUBMet003851;HUBMet003858;HUBMet003876;HUBMet003883;HUBMet003887	40	1	HUBMet003851	-0.6550348953140532	0.7211155378486056	-0.8668320708995433	1.02436316536113	1.0
Antiretroviral Metabolism	Drug	HUBMet001025;HUBMet002633;HUBMet000039;HUBMet000223;HUBMet001830;HUBMet002277;HUBMet002574;HUBMet003482;HUBMet003736;HUBMet000592;HUBMet002937;HUBMet003679	12	3	HUBMet000592;HUBMet003736;HUBMet001830	-0.5354645354645386	0.5886792452830188	-0.9269407045244483	1.039060366020213	1.0
Disulfiram Action	Drug	HUBMet000122;HUBMet000283;HUBMet000315;HUBMet000328;HUBMet000372;HUBMet000592;HUBMet000871;HUBMet001033;HUBMet001319;HUBMet001333;HUBMet001336;HUBMet001495;HUBMet001664;HUBMet001691;HUBMet001695;HUBMet001709;HUBMet001818;HUBMet001848;HUBMet002277;HUBMet002289;HUBMet002633;HUBMet002662;HUBMet002833;HUBMet002847;HUBMet002880;HUBMet002885;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003517;HUBMet003522;HUBMet003523;HUBMet003781	34	7	HUBMet002662;HUBMet000315;HUBMet001333;HUBMet001336;HUBMet000592;HUBMet001691;HUBMet001709	0.29025848773547713	0.8694817658349329	0.661649818049482	1.0397705164285262	1.0
Statins Action	Drug	HUBMet000018;HUBMet000039;HUBMet000094;HUBMet000592;HUBMet000871;HUBMet001025;HUBMet001358;HUBMet001379;HUBMet001713;HUBMet002277;HUBMet002633;HUBMet002669;HUBMet002937;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003273;HUBMet003352;HUBMet003360;HUBMet003772;HUBMet001730;HUBMet003637;HUBMet002288;HUBMet003615	24	2	HUBMet001358;HUBMet000592	-0.6334780120851019	0.6081081081081081	-0.9574526964494326	1.0499836313689397	1.0
Antineoplastic-Chemotherapy Action	Drug	HUBMet000039;HUBMet000871;HUBMet003490;HUBMet003725;HUBMet000592;HUBMet001630;HUBMet001818;HUBMet002937;HUBMet001025;HUBMet002633;HUBMet002574;HUBMet003632;HUBMet000001;HUBMet000022;HUBMet000025;HUBMet000032;HUBMet000328;HUBMet000376;HUBMet000377;HUBMet000387;HUBMet000553;HUBMet000736;HUBMet000965;HUBMet001001;HUBMet001026;HUBMet001333;HUBMet001336;HUBMet001440;HUBMet001644;HUBMet001645;HUBMet001646;HUBMet001682;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet002277;HUBMet002289;HUBMet002832;HUBMet002910;HUBMet003488;HUBMet003489;HUBMet003491;HUBMet003493;HUBMet003495;HUBMet003499;HUBMet003502;HUBMet003508;HUBMet003509;HUBMet003724;HUBMet002625;HUBMet002941;HUBMet003723;HUBMet003772;HUBMet003501;HUBMet003610;HUBMet002510	56	11	HUBMet000032;HUBMet000376;HUBMet000592;HUBMet003724;HUBMet000387;HUBMet000022;HUBMet000736;HUBMet001336;HUBMet001691;HUBMet001001;HUBMet001333	-0.21651560926485414	0.974304068522484	-0.5681236195786002	1.0574006268819074	1.0
Immunosuppressant Action	Drug	HUBMet000001;HUBMet000022;HUBMet000025;HUBMet000032;HUBMet000039;HUBMet000328;HUBMet000376;HUBMet000377;HUBMet000387;HUBMet000553;HUBMet000592;HUBMet000736;HUBMet000871;HUBMet000965;HUBMet001001;HUBMet001025;HUBMet001026;HUBMet001333;HUBMet001336;HUBMet001440;HUBMet001644;HUBMet001645;HUBMet001646;HUBMet001682;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet001818;HUBMet002277;HUBMet002289;HUBMet002633;HUBMet002832;HUBMet002910;HUBMet002937;HUBMet003488;HUBMet003489;HUBMet003491;HUBMet003493;HUBMet003495;HUBMet003499;HUBMet003502;HUBMet003508;HUBMet003509;HUBMet003724;HUBMet003847	45	11	HUBMet001333;HUBMet001691;HUBMet000592;HUBMet000376;HUBMet000022;HUBMet000387;HUBMet003724;HUBMet000736;HUBMet000032;HUBMet001336;HUBMet001001	-0.21651560926485414	0.974304068522484	-0.5681236195786002	1.0574006268819074	1.0
Nicotine Metabolism	Drug	HUBMet000322;HUBMet000495;HUBMet000513;HUBMet000592;HUBMet000871;HUBMet001126;HUBMet001818;HUBMet001828;HUBMet002574;HUBMet002904;HUBMet002937;HUBMet003542;HUBMet003676	13	2	HUBMet001828;HUBMet000592	-0.8163672654690765	0.1718146718146718	-1.23387556427359	1.0661814593227656	1.0
Nicotine Action	Drug	HUBMet000039;HUBMet000268;HUBMet000322;HUBMet000495;HUBMet000513;HUBMet000592;HUBMet000871;HUBMet001025;HUBMet001126;HUBMet001818;HUBMet001828;HUBMet002574;HUBMet002633;HUBMet002904;HUBMet002937;HUBMet003517;HUBMet003523;HUBMet003542;HUBMet003676	19	2	HUBMet000592;HUBMet001828	-0.8163672654690765	0.1718146718146718	-1.23387556427359	1.0661814593227656	1.0
Drug-Antineoplastic	Drug	HUBMet001300;HUBMet002510;HUBMet003609;HUBMet003610;HUBMet003723;HUBMet003724;HUBMet003733;HUBMet003749;HUBMet003781;HUBMet003795;HUBMet003835;HUBMet003847	12	2	HUBMet003609;HUBMet003724	0.4799045212099002	0.8174273858921162	0.7293971632254719	1.1161081902831442	1.0
Drug-Cardiovascular	Drug	HUBMet000428;HUBMet000699;HUBMet000732;HUBMet000743;HUBMet000744;HUBMet000776;HUBMet000867;HUBMet000875;HUBMet000968;HUBMet001032;HUBMet001037;HUBMet001064;HUBMet001173;HUBMet001230;HUBMet001311;HUBMet001315;HUBMet001317;HUBMet001358;HUBMet001426;HUBMet001613;HUBMet001677;HUBMet001729;HUBMet001823;HUBMet001829;HUBMet001846;HUBMet001851;HUBMet002287;HUBMet002288;HUBMet002292;HUBMet002561;HUBMet002582;HUBMet003594;HUBMet003598;HUBMet003665;HUBMet003677;HUBMet003687;HUBMet003709;HUBMet003715;HUBMet003821;HUBMet003826;HUBMet003833;HUBMet003845;HUBMet003864	43	5	HUBMet003709;HUBMet001230;HUBMet001358;HUBMet000699;HUBMet001064	-0.3797476533736418	0.7414141414141414	-0.7682449289988292	1.1340790433239847	1.0
Drug-Metabolic	Drug	HUBMet000741;HUBMet000756;HUBMet000942;HUBMet000951;HUBMet001027;HUBMet001028;HUBMet001094;HUBMet001622;HUBMet001673;HUBMet001730;HUBMet002238;HUBMet003583;HUBMet003615;HUBMet003624;HUBMet003630;HUBMet003637;HUBMet003638;HUBMet003656;HUBMet003664;HUBMet003763;HUBMet003766;HUBMet003767;HUBMet003775;HUBMet003776;HUBMet003792;HUBMet003849	26	1	HUBMet003638	-0.7238285144566249	0.5717131474103586	-0.9578692290305454	1.1371121939184605	1.0
Analgesic and Antipyretic-Acetaminophen Action	Drug	HUBMet000427;HUBMet000556;HUBMet000592;HUBMet000646;HUBMet000691;HUBMet001099;HUBMet001177;HUBMet001231;HUBMet001350;HUBMet001629;HUBMet001630;HUBMet001695;HUBMet002244;HUBMet002613;HUBMet002614;HUBMet002615;HUBMet002626;HUBMet002937	18	4	HUBMet000592;HUBMet000427;HUBMet002614;HUBMet001629	-0.3085914224614498	0.9357277882797732	-0.5940245916597572	1.1465614013446	1.0
Immunosuppressant Metabolism	Drug	HUBMet003724;HUBMet003847;HUBMet000039;HUBMet000592;HUBMet001025;HUBMet001110;HUBMet001786;HUBMet001818;HUBMet002574;HUBMet002633	10	2	HUBMet000592;HUBMet003724	-0.43002847008648704	0.8918918918918919	-0.6499545530856071	1.164211954669255	1.0
Drug-Neurological	Drug	HUBMet000854;HUBMet000876;HUBMet001038;HUBMet001039;HUBMet001156;HUBMet001161;HUBMet001178;HUBMet001186;HUBMet001251;HUBMet001252;HUBMet001253;HUBMet001275;HUBMet001308;HUBMet001665;HUBMet001712;HUBMet001720;HUBMet002175;HUBMet002286;HUBMet002578;HUBMet002579;HUBMet003584;HUBMet003590;HUBMet003611;HUBMet003623;HUBMet003625;HUBMet003626;HUBMet003652;HUBMet003744;HUBMet003770;HUBMet003779;HUBMet003788;HUBMet003790;HUBMet003811;HUBMet003825;HUBMet003831;HUBMet003844;HUBMet003865;HUBMet003891;HUBMet003917;HUBMet003939	40	2	HUBMet001161;HUBMet003790	-0.4584200687170132	0.8706563706563707	-0.6928662440152291	1.1770801208906432	1.0
Antibiotics Action	Drug	HUBMet000003;HUBMet000012;HUBMet001336;HUBMet001646;HUBMet001697;HUBMet001698;HUBMet001699;HUBMet001701;HUBMet001704;HUBMet001707;HUBMet001710;HUBMet002277;HUBMet002575;HUBMet002633;HUBMet003482;HUBMet003488;HUBMet003496;HUBMet003846;HUBMet001436;HUBMet003819;HUBMet001503;HUBMet003782;HUBMet003738;HUBMet002506	24	8	HUBMet001704;HUBMet001707;HUBMet001699;HUBMet001701;HUBMet001710;HUBMet002575;HUBMet001698;HUBMet001336	0.4272717044576756	0.4217557251908397	1.0299507348992616	1.2205823356770338	1.0
Drug-Respiratory	Drug	HUBMet000870;HUBMet001050;HUBMet001160;HUBMet001167;HUBMet001459;HUBMet001784;HUBMet003689;HUBMet003731;HUBMet003761;HUBMet003789;HUBMet003797;HUBMet003807	12	2	HUBMet003807;HUBMet001784	0.7435171952259131	0.3215767634854772	1.1300567280339109	1.2840945081396085	1.0
Analgesics-Opioids Metabolism	Drug	HUBMet000592;HUBMet001818;HUBMet002574;HUBMet003699;HUBMet001773;HUBMet003696;HUBMet003697;HUBMet003698;HUBMet001025;HUBMet001114;HUBMet001128;HUBMet001129;HUBMet001179;HUBMet002633	14	4	HUBMet001773;HUBMet003699;HUBMet000592;HUBMet001179	-0.6031498945199408	0.30623818525519847	-1.1610363857297155	1.3550607537161536	1.0
Cardiovascular-Antiarrhythmics Action	Drug	HUBMet000039;HUBMet001025;HUBMet002633;HUBMet000592;HUBMet001721;HUBMet001800;HUBMet001818;HUBMet002937;HUBMet003709;HUBMet000871;HUBMet001333;HUBMet002289;HUBMet002574	13	3	HUBMet001333;HUBMet003709;HUBMet000592	-0.6343656343656342	0.37735849056603776	-1.098148036143696	1.479060013569358	1.0
Drug-Analgesics, Anesthetics	Drug	HUBMet000371;HUBMet000401;HUBMet000421;HUBMet000427;HUBMet000477;HUBMet000479;HUBMet000514;HUBMet000563;HUBMet000564;HUBMet000566;HUBMet000568;HUBMet000581;HUBMet000608;HUBMet000813;HUBMet000861;HUBMet000892;HUBMet001049;HUBMet001057;HUBMet001114;HUBMet001128;HUBMet001129;HUBMet001179;HUBMet001290;HUBMet001680;HUBMet001721;HUBMet001772;HUBMet001773;HUBMet001800;HUBMet001824;HUBMet003622;HUBMet003635;HUBMet003657;HUBMet003669;HUBMet003685;HUBMet003697;HUBMet003698;HUBMet003699;HUBMet003727;HUBMet003754;HUBMet003774;HUBMet003869	41	6	HUBMet001773;HUBMet001179;HUBMet003685;HUBMet003699;HUBMet000427;HUBMet003657	-0.5851659984203964	0.20545073375262055	-1.2583328274498782	1.791155245790415	1.0
Analgesics-Opioids Action	Drug	HUBMet000039;HUBMet000268;HUBMet001025;HUBMet002633;HUBMet003517;HUBMet003523;HUBMet000592;HUBMet001818;HUBMet002574;HUBMet003699;HUBMet003774;HUBMet001773;HUBMet003697;HUBMet003698;HUBMet003685;HUBMet003657;HUBMet001179	17	6	HUBMet003685;HUBMet001179;HUBMet003657;HUBMet000592;HUBMet001773;HUBMet003699	-0.594465849626172	0.18448637316561844	-1.2783310981870983	3.012397458829335	1.0
